Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,Universal Manufacturing,443.675000,+,5.000000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,DN,5.00,,50W,"N8PBX near Clinton, Macomb County, Michigan OPEN YSF Reflector 88240 ZOMBIE-ALERT",,,,
1,KC8UMP,443.625000,+,5.000000,TSQL,88.5,151.4,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8UMP near Mount Clemens, Macomb County, Michigan OPEN",,,,
2,KD8EYF,443.950000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KD8EYF near Mount Clemens, Macomb County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
3,WA8MAC,147.200000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WA8MAC near Mount Clemens, Macomb County, Michigan OPEN",,,,
4,KA8DCJ,442.850000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8DCJ near Harrison, Clare County, Michigan OPEN",,,,
5,K8UO,444.775000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8UO near Mount Clemens, Macomb County, Michigan OPEN",,,,
6,K8UO,147.180000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8UO near Utica, Macomb County, Michigan OPEN",,,,
7,N8LC,147.080000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8LC near Sterling Heights, Macomb County, Michigan OPEN",,,,
8,N8LC,442.925000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"N8LC near Sterling Heights, Macomb County, Michigan OPEN",,,,
9,K8FBI,442.075000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8FBI near Romeo, Macomb County, Michigan OPEN",,,,
10,K8FBI,442.225000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8FBI near Richmond, Macomb County, Michigan OPEN",,,,
11,N8EDV,147.220000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8EDV near Roseville, Macomb County, Michigan OPEN",,,,
12,WA8BRO,147.450000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"WA8BRO near Oakland, Oakland County, Michigan OPEN Primarily Connected to WA8BRO Warren, MI - Fusion Machine on Room #01841  Affiliated with KA8WYN 443.550 Warren, MI 107.2PL",,,,
13,K8FBI,442.600000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8FBI near Warren, Macomb County, Michigan OPEN",,,,
14,WA8BRO,442.037500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"WA8BRO near Warren, Macomb County, Michigan OPEN DMR 313530 Repeater, linked to Fusion Repeater, Base Room #01946 - WA8BRO CQ-Michigan - Backyard Repeater Owners of America FUSION, Digital Only Linked to BM TG3198726. CQ-MICHIGAN, Dstar REF089C",,,,
15,KA8WYN,443.550000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8WYN near Warren, Macomb County, Michigan OPEN",,,,
16,PNC Bank Bldg,147.140000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8KD near Troy, Oakland County, Michigan OPEN",,,,
17,W8VPC,441.500000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W8VPC near Royal Oak, Oakland County, Michigan OPEN",,,,
18,K8DXA,145.130000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"K8DXA near Lake Orion, Oakland County, Michigan OPEN",,,,
19,K8DXA,444.262500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"K8DXA near Lake Orion, Oakland County, Michigan OPEN",,,,
20,W8VPC,446.120000,,0.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8VPC near Royal Oak, Oakland County, Michigan OPEN",,,,
21,W8IRS,444.225000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8IRS near Grosse Pointe Farms, Wayne County, Michigan OPEN",,,,
22,W8OAK,146.900000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8OAK near Pontiac, Oakland County, Michigan OPEN",,,,
23,W8OAK,444.462500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W8OAK near Pontiac, Oakland County, Michigan OPEN This is a stand-alone repeater that is not networked at this time.",,,,
24,W8HP,443.225000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8HP near Beverly Hills, Oakland County, Michigan OPEN",,,,
25,W8HP,146.640000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8HP near Oak Park, Oakland County, Michigan OPEN",,,,
26,AA8GK,443.825000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"AA8GK near Bloomfield, Oakland County, Michigan OPEN Hotspot users: Connect to YSF Reflector 88240, using mode Digital Narrow (DN).",,,,
27,W8CMC,443.725000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8CMC near Detroit, Wayne County, Michigan OPEN",,,,
28,Power plant,147.320000,+,0.600000,TSQL,88.5,167.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8SCC near Belle River, Saint Clair County, Michigan OPEN",,,,
29,W5TH,444.625000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W5TH near Southfield, Oakland County, Michigan CLOSED",,,,
30,KE8HR,146.760000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"KE8HR near Southfield, Oakland County, Michigan OPEN",,,,
31,K8PLW,51.840000,-,0.500000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8PLW near Detroit, Wayne County, Michigan OPEN",,,,
32,W8DET,145.110000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8DET near Detroit, Wayne County, Michigan OPEN",,,,
33,K8PLW,442.100000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8PLW near Detroit, Wayne County, Michigan OPEN",,,,
34,W8CMC,444.675000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W8CMC near Detroit, Wayne County, Michigan OPEN",,,,
35,WB8ARC,442.500000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB8ARC near West Bloomfield, Oakland County, Michigan OPEN",,,,
36,K9DPD,442.537500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"K9DPD near Detroit, Wayne County, Michigan OPEN",,,,
37,KC8LTS,442.175000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8LTS near Detroit, Wayne County, Michigan OPEN",,,,
38,KE8HR,444.000000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KE8HR near Detroit, Wayne County, Michigan OPEN",,,,
39,DTE Energy Bldg,145.330000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Detroit, Wayne County, Michigan OPEN",,,,
40,WR8DAR,443.475000,+,5.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Detroit, Wayne County, Michigan OPEN",,,,
41,Renaissance Center,145.210000,-,0.600000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"WW8GM near Detroit, Wayne County, Michigan OPEN",,,,
42,Renaissance Center,443.075000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WW8GM near Detroit, Wayne County, Michigan OPEN",,,,
43,W8JWB,146.840000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8JWB near Clarkston, Oakland County, Michigan OPEN",,,,
44,NA8I,146.460000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"NA8I near Port Huron, Saint Clair County, Michigan OPEN",,,,
45,WO0O,146.720000,-,0.600000,TSQL,88.5,186.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"WO0O near Port Huron Twp, Saint Clair County, Michigan OPEN",,,,
46,Water Tower,444.900000,+,5.000000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"KE8JNF near Port Huron Twp, Saint Clair County, Michigan OPEN K8WMW &lt;SK&gt; Memorial Repeater",,,,
47,K8PLW,442.700000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8PLW near Livonia, Wayne County, Michigan OPEN",,,,
48,WR8DAR,147.160000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Dearborn, Wayne County, Michigan OPEN REPEATER DOWN FOR SEVERAL WEEKS NOW (9-14-2022)",,,,
49,WR8DAR,442.800000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Dearborn, Wayne County, Michigan OPEN",,,,
50,Greenwood Energy Center,147.300000,+,0.600000,TSQL,88.5,192.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8DD near Avoca, Saint Clair County, Michigan OPEN Repeater has no hang time!",,,,
51,K8UNS,145.350000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8UNS near Livonia, Wayne County, Michigan OPEN",,,,
52,K8PLW,224.840000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8PLW near Livonia, Wayne County, Michigan OPEN",,,,
53,K8UNS,444.875000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"K8UNS near Livonia, Wayne County, Michigan OPEN",,,,
54,W8LAP,146.620000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8LAP near Lapeer, Lapeer County, Michigan OPEN",,,,
55,W8LAP,442.750000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8LAP near Lapeer, Lapeer County, Michigan OPEN",,,,
56,N8ERV,443.300000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8ERV near Yale, Saint Clair County, Michigan OPEN",,,,
57,KC8LTS,442.212500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KC8LTS near Novi, Oakland County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
58,N8OVI,444.800000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8OVI near Novi, Oakland County, Michigan OPEN",,,,
59,KK8GC,146.860000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KK8GC near Garden City, Wayne County, Michigan OPEN",,,,
60,AC8IL,145.250000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"AC8IL near Wixom, Oakland County, Michigan OPEN",,,,
61,WR8DAR,443.100000,+,5.000000,TSQL,88.5,82.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Northville, Wayne County, Michigan OPEN",,,,
62,K8WX,443.150000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8WX near Northville, Wayne County, Michigan OPEN",,,,
63,WY8DOT,147.240000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WY8DOT near Wyandotte, Wayne County, Michigan OPEN",,,,
64,KC8LTS,443.325000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KC8LTS near Southgate, Wayne County, Michigan OPEN c--Bridge partner with DMR-MARC",,,,
65,W8DTW,145.170000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8DTW near Westland, Wayne County, Michigan OPEN",,,,
66,N8DJP,443.125000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8DJP near Westland, Wayne County, Michigan OPEN",,,,
67,W8DTW,444.725000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8DTW near Westland, Wayne County, Michigan OPEN",,,,
68,W8FSM,224.620000,-,1.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8FSM near Holly, Oakland County, Michigan OPEN",,,,
69,W8FSM,442.350000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8FSM near Holly, Oakland County, Michigan OPEN",,,,
70,N8ZPJ,444.900000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8ZPJ near Grosse Ile, Wayne County, Michigan OPEN",,,,
71,,224.560000,-,1.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"near Davison, Genesee County, Michigan OPEN",,,,
72,W8TX,442.275000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8TX near Romulus, Wayne County, Michigan OPEN",,,,
73,Water Tower,147.040000,+,0.600000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8SL near South Lyon, Oakland County, Michigan OPEN",,,,
74,Denton Hill,443.200000,+,5.000000,TSQL,88.5,151.4,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8YGT near Fenton, Genesee County, Michigan OPEN",,,,
75,W8FSM,443.925000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W8FSM near Fenton, Genesee County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
76,K8JTT,147.350000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8JTT near Brownstown, Wayne County, Michigan OPEN CONNECTED TO ROOM ID 82370 DOWNRIVER HUB",,,,
77,W8CMN,147.380000,+,0.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8CMN near Flint, Genesee County, Michigan OPEN",,,,
78,KB8PGF,443.975000,+,5.000000,Tone,67.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8PGF near Fenton, Genesee County, Michigan OPEN",,,,
79,Davison/Center Roads,145.340000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8TRU near Flint, Genesee County, Michigan OPEN Linked into the Detroit-Metro Room 43274 full time which covers all of Eastern Michigan.<br> Located at Center and Davison Roads.",,,,
80,KC8KGZ,147.100000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8KGZ near Flint, Genesee County, Michigan OPEN",,,,
81,KC8KGZ,147.260000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8KGZ near Flint, Genesee County, Michigan OPEN Remote receivers and voter system located in Fenton, Davison, Flushing, Mt. Morris using 88.5hz tone",,,,
82,W8ACW,147.340000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8ACW near Flint, Genesee County, Michigan OPEN",,,,
83,KC8KGZ,224.480000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8KGZ near Flint, Genesee County, Michigan OPEN",,,,
84,W8ACW,444.200000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8ACW near Flint, Genesee County, Michigan OPEN",,,,
85,W8CMN,444.600000,+,5.000000,TSQL,88.5,151.4,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8CMN near Flint, Genesee County, Michigan OPEN",,,,
86,KG8ID,443.450000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KG8ID near North Branch, Lapeer County, Michigan OPEN",,,,
87,St Joseph Mercy Hospital,146.920000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8FSA near Ypsilanti, Washtenaw County, Michigan OPEN",,,,
88,N8UMW,442.000000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DV,5.00,,50W,"N8UMW near Flint, Genesee County, Michigan OPEN",,,,
89,Latson Rd/M-59,443.250000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8LRK near Howell, Livingston County, Michigan OPEN",,,,
90,Latson Rd/M-59,146.680000,-,0.600000,TSQL,88.5,162.2,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8LRK near Howell, Livingston County, Michigan OPEN Monthly meetings are held on the second Wednesday of each month at 19:00 hours ET at the Livingston County EMS Building located at 1911 Tooley Road, Howell, MI 48855. All are welcome to attend.",,,,
91,Cleary University,145.410000,-,0.600000,TSQL,88.5,162.2,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8JBA near Howell, Livingston County, Michigan OPEN",,,,
92,Cleary University,444.525000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8LRK near Howell, Livingston County, Michigan OPEN FM / Fusion; no Internet connection.",,,,
93,U of M,145.230000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8UM near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
94,U of M,444.075000,+,5.000000,TSQL,88.5,82.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WR8DAR near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
95,W8UM,444.975000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8UM near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
96,KB8ZUZ,443.775000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8ZUZ near Mayville, Tuscola County, Michigan OPEN",,,,
97,KB8SWR,443.850000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KB8SWR near Mayville, Tuscola County, Michigan OPEN",,,,
98,W8AX,146.860000,-,0.600000,Cross,88.5,88.5,023,NN,023,->Tone,DN,5.00,,50W,"W8AX near Sandusky, Sanilac County, Michigan OPEN",,,,
99,SHS,444.400000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8PDJ near Ann Arbor, Washtenaw County, Michigan OPEN Yaesu C4FM only linked to Eastern Michigan Link",,,,
100,W8RP,443.500000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W8RP near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
101,W8RP,146.960000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8RP near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
102,W8PGW,224.380000,-,1.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8PGW near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
103,W8PGW,146.740000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8PGW near Ann Arbor, Washtenaw County, Michigan OPEN",,,,
104,KC8KGZ,444.650000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KC8KGZ near Millington, Tuscola County, Michigan OPEN",,,,
105,N8DUY,145.150000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8DUY near Ann Arbor, Washtenaw County, Michigan OPEN Washtenaw County ARPSC & Skywarn Repeater.",,,,
106,N8LBV,443.050000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8LBV near Ann Arbor, Washtenaw County, Michigan OPEN Linked via EchoLink node: W8YZ-R (463241) to W8YZ repeater in Monroe and 146.480 CSQ simplex throughout Southeast Michigan with additional connectivity through WiRES-X node: W8YZ Room (21836).",,,,
107,Oak Grove/Cohoctah Road,442.575000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W8LRK near Cohoctah, Livingston County, Michigan OPEN",,,,
108,W8SRC,446.150000,-,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8SRC near Dexter, Washtenaw County, Michigan OPEN",,,,
109,N8NJN,224.060000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8NJN near Clio, Genesee County, Michigan OPEN",,,,
110,Grand River/M-59,146.500000,+,1.000000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8EOC near Howell, Livingston County, Michigan OPEN Shared Non-Protected Repeater (SNPR)",,,,
111,W8LIV,145.320000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8LIV near Howell, Livingston County, Michigan OPEN",,,,
112,W8LIV,444.037500,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,12.50,,50W,"W8LIV near Howell, Livingston County, Michigan OPEN",,,,
113,KB8ZUZ,51.820000,-,0.500000,Tone,131.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8ZUZ near Mayville, Tuscola County, Michigan OPEN",,,,
114,W2PUT,146.500000,+,1.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W2PUT near Milan, Washtenaw County, Michigan OPEN",,,,
115,W2PUT,443.112500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W2PUT near Milan, Washtenaw County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
116,W2PUT,444.100000,+,5.000000,TSQL,88.5,82.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W2PUT near Milan, Washtenaw County, Michigan OPEN",,,,
117,N8IES,145.290000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8IES near Durand, Shiawassee County, Michigan OPEN",,,,
118,N8IES,224.860000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8IES near Durand, Shiawassee County, Michigan OPEN",,,,
119,N8IES,442.625000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8IES near Durand, Shiawassee County, Michigan OPEN",,,,
120,Downtown,145.310000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8YZ near Monroe, Monroe County, Michigan OPEN Analog only!",,,,
121,Downtown,446.075000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8OTC near Monroe, Monroe County, Michigan OPEN",,,,
122,KC8CNN,146.660000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8CNN near Caro, Tuscola County, Michigan OPEN",,,,
123,KC8CNN,442.550000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KC8CNN near Caro, Tuscola County, Michigan OPEN",,,,
124,KB8SWR,444.025000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8SWR near Frankenmuth, Saginaw County, Michigan OPEN",,,,
125,K8RPT,224.780000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8RPT near Ida, Monroe County, Michigan OPEN",,,,
126,K8RPT,442.825000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DMR,5.00,,50W,"K8RPT near Dundee, Monroe County, Michigan OPEN",,,,
127,K8RPT,146.720000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8RPT near Ida, Monroe County, Michigan OPEN",,,,
128,K8RPT,442.650000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8RPT near Ida, Monroe County, Michigan OPEN",,,,
129,Water Tower,145.450000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WD8IEL near Chelsea, Washtenaw County, Michigan OPEN",,,,
130,KC8ELQ,442.200000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8ELQ near Burt, Saginaw County, Michigan OPEN",,,,
131,KB8POO,147.310000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KB8POO near Waterloo, Jackson County, Michigan OPEN",,,,
132,W8SHI,145.240000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8SHI near Owosso, Shiawassee County, Michigan OPEN",,,,
133,W8SHI,444.300000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8SHI near Owosso, Shiawassee County, Michigan OPEN",,,,
134,KD8LMI,146.980000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"KD8LMI near Manchester, Washtenaw County, Michigan OPEN",,,,
135,KB8POO,444.475000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KB8POO near Manchester, Washtenaw County, Michigan OPEN BM TG 311476 TS1, BM TG 310226 TS2",,,,
136,N8DVH,147.020000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8DVH near Owosso, Shiawassee County, Michigan OPEN",,,,
137,W Austin/Grossman Rd,146.610000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KB8POO near Manchester, Washtenaw County, Michigan OPEN General seasonal use, May through September. Emergency use activation is possible when needed.",,,,
138,W8QQQ,442.400000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8QQQ near Owosso, Shiawassee County, Michigan OPEN",,,,
139,KC8LMI,224.160000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8LMI near Grass Lake, Jackson County, Michigan OPEN",,,,
140,KB8SWR,147.320000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8SWR near Gilford, Tuscola County, Michigan OPEN (TG:1 LOCAL), LINKED SYSTEM",,,,
141,K8RPT,444.550000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8RPT near Temperance, Monroe County, Michigan OPEN Repeater is lower power from temporary location as of 4/11/2019.",,,,
142,KB8UB,442.325000,+,5.000000,TSQL,88.5,77.0,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KB8UB near Munith, Jackson County, Michigan OPEN",,,,
